cliente_id,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,churn
CLI_002292,50,Masculino,Sudeste,Mensal,Pix,Básico,24.9,14,18,0,1,101,112,Desktop,Filmes,"3,0",,"4,0",0
CLI_002293,39,Masculino,Nordeste,Mensal,Débito Automático,Básico,24.9,23,65,0,1,0,16,mobile,Esportes,"2,0",,"3,5",1
CLI_002294,27,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,16,72,0,2,0,44,mobile,Séries,"2,0",,"4,5",1
CLI_002295,27,Não Informar,Sul,Anual,Crédito Recorrente,Padrão,32.0,22,23,0,0,9,138,Tablet,Séries,"4,0",,"4,0",0
CLI_002296,44,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,27,20,0,3,0,29,mobile,Filmes,"4,0","2,5","3,5",1
CLI_002297,43,Feminino,Nordeste,Mensal,Boleto,Premium,49.9,29,33,0,3,0,59,TV,Esportes,"4,0",,,0
CLI_002298,56,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,29,30,0,1,21,5,Tablet,Filmes,"3,5","5,0","2,0",0
CLI_002299,46,Feminino,Nordeste,Mensal,Débito,Padrão,38.0,4,30,0,4,2,35,Mobile,Séries,,,"3,5",1
CLI_002300,18,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,23,17,0,0,28,91,TV,Esportes,"1,5","3,5",,0
CLI_002301,51,Masculino,Sul,Mensal,Débito,Básico,24.9,0,1,0,1,85,131,Desktop,Documentários,,"3,5","3,5",0
CLI_002302,25,Masculino,Sul,Mensal,Débito Automático,Padrão,38.0,38,86,0,2,0,37,Mobile,Séries,"2,5",,"2,5",1
CLI_002303,33,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,2,52,0,1,0,22,Desktop,Séries,"1,5",,,1
CLI_002304,41,Masculino,Sudeste,Mensal,Boleto,Básico,24.9,30,23,0,1,0,22,tv,Séries,"2,0",,,1
CLI_002305,63,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,22,25,0,0,4,95,mobile,Filmes,"4,0",,"3,0",0
CLI_002306,78,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,6,17,0,0,51,123,Mobile,Séries,"4,0",,"2,5",0
CLI_002307,45,Masculino,Norte,Mensal,Débito,Básico,24.9,46,21,0,0,19,111,TV,Documentários,,,"1,0",0
CLI_002308,35,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,1,11,0,4,55,96,mobile,Filmes,,,"3,0",0
CLI_002309,44,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,35,0,3,0,108,Mobile,Esportes,"4,0",,"2,0",0
CLI_002310,49,,Norte,Mensal,Crédito Recorrente,Básico,24.9,4,22,0,1,4,35,Desktop,Séries,"4,5","3,5","3,5",0
CLI_002311,33,Outros,Sudeste,Mensal,Débito Automático,Básico,24.9,0,1,0,3,47,85,TV,Esportes,,,"1,5",0
CLI_002312,61,Masculino,Sudeste,Mensal,Débito,Básico,24.9,2,35,0,0,0,151,Mobile,Séries,,,"2,0",0
CLI_002313,40,,Norte,Mensal,Crédito Recorrente,Básico,24.9,22,26,0,1,9,78,tv,Esportes,"4,0","4,0","1,5",0
CLI_002314,44,Feminino,Sudeste,Mensal,Débito,Premium,49.9,24,22,0,0,10,47,mobile,Séries,"4,0","3,0","4,0",0
CLI_002315,46,Masculino,Nordeste,Mensal,Débito,Padrão,38.0,19,29,0,2,10,62,Tablet,Filmes,"4,0",,,0
CLI_002316,43,Feminino,Sudeste,Mensal,Pix,Básico,24.9,11,18,0,2,129,75,tv,Filmes,,"4,0","4,0",0
CLI_002317,48,Não Informar,Nordeste,Anual,Crédito Recorrente,Básico,22.0,14,24,0,1,18,89,TV,Séries,"3,5","5,0","1,0",0
CLI_002318,29,Outros,Norte,Mensal,Débito Automático,Básico,24.9,12,27,0,0,6,144,mobile,Esportes,,"4,5","1,5",0
CLI_002319,30,Não Informar,Norte,Mensal,Cartão de Crédito,Padrão,38.0,4,30,0,2,3,25,TV,Documentários,"2,0",,,1
CLI_002320,23,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,6,29,0,0,12,37,mobile,Séries,"1,0",,"2,0",0
CLI_002321,43,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,23,19,0,1,63,18,Tablet,Séries,,,,0
CLI_002322,48,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,1,13,0,1,85,92,TV,Séries,,"3,5","1,5",0
CLI_002323,43,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,1,59,55,Desktop,Documentários,,,"2,5",0
CLI_002324,59,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,16,4,0,0,34,29,Tablet,Documentários,"4,0","3,0","5,0",0
CLI_002325,37,Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,25,12,0,1,37,74,tv,Séries,"4,0","3,5",,0
CLI_002326,46,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,13,8,0,1,34,74,Tablet,Filmes,"4,0",,"3,0",0
CLI_002327,23,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,20,6,0,2,91,103,mobile,Séries,,,"4,5",0
CLI_002328,32,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,48,15,0,2,28,40,Mobile,Séries,"2,0","2,5","1,0",1
CLI_002329,47,,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,13,35,0,1,0,164,Desktop,Esportes,,,"3,0",0
CLI_002330,49,Masculino,Sul,Mensal,Débito Automático,Premium,49.9,8,44,1,0,0,10,tv,Séries,"1,0",,"3,0",1
CLI_002331,34,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,48,17,0,1,25,101,Tablet,Filmes,"1,5","4,0",,0
CLI_002332,37,Masculino,Sudeste,Mensal,Débito,Básico,24.9,13,6,0,1,9,27,Tablet,Infantil,"3,5","1,5","1,0",1
CLI_002333,18,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,2,19,0,0,70,118,TV,Séries,"3,5",,"2,0",0
CLI_002334,33,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,16,11,0,1,66,117,Mobile,Infantil,,,,0
CLI_002335,49,Feminino,Centro-Oeste,Mensal,Débito,Básico,24.9,19,9,0,1,100,134,Tablet,Séries,,"4,5","2,0",0
CLI_002336,45,Masculino,Sul,Mensal,Débito,Básico,24.9,0,1,0,0,46,98,TV,Infantil,,"5,0","1,0",0
CLI_002337,44,,Nordeste,Mensal,Débito,Básico,24.9,7,3,0,1,78,110,Mobile,Séries,"4,0","3,5","4,0",0
CLI_002338,38,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,40,19,0,0,49,85,TV,Filmes,,,"2,5",0
CLI_002339,38,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,23,24,0,1,5,16,tv,Séries,,"2,5",,1
CLI_002340,29,Outros,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,3,30,0,1,20,63,TV,Filmes,"4,5","4,0",,0
CLI_002341,47,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,5,38,0,1,0,89,Tablet,Séries,"4,0",,"4,5",0
CLI_002342,43,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,15,5,0,2,78,53,TV,Séries,,,,0
CLI_002343,44,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,34,22,0,1,1,48,tv,Filmes,,"3,0","2,5",0
CLI_002344,31,Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,29,14,0,1,77,92,mobile,Esportes,"4,0","5,0","1,5",0
CLI_002345,18,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,3,7,0,2,71,58,tv,Séries,,,"1,0",0
CLI_002346,52,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,16,65,0,3,0,163,TV,Filmes,,,"4,5",0
CLI_002347,31,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,11,33,0,0,0,68,Desktop,Esportes,,,"3,5",0
CLI_002348,26,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,6,6,0,0,20,76,tv,Séries,"4,0",,,0
CLI_002349,47,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,5,25,0,0,13,5,mobile,Séries,"4,0",,"4,5",0
CLI_002350,32,Masculino,Sudeste,Mensal,Débito Automático,Padrão,38.0,9,30,0,1,10,91,tv,Séries,"4,0","5,0","2,5",0
CLI_002351,51,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,11,47,0,1,0,51,tv,Documentários,"1,5",,"2,0",1
CLI_002352,46,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,32,10,0,1,57,94,tv,Documentários,"4,0",,"3,5",0
CLI_002353,46,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,19,60,0,1,0,19,TV,Esportes,"2,0",,"2,5",1
CLI_002354,20,Outros,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,0,1,0,2,75,125,Tablet,Esportes,,,,0
CLI_002355,53,Masculino,Sudeste,Mensal,Pix,Básico,24.9,2,20,0,3,27,84,mobile,Filmes,,,"5,0",0
CLI_002356,41,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,3,11,0,2,20,5,Desktop,Documentários,"2,0","2,5","4,0",1
CLI_002357,33,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,3,28,0,1,14,70,Desktop,Filmes,"4,0",,"1,5",0
CLI_002358,39,Masculino,Norte,Mensal,Débito,Básico,24.9,4,76,0,2,0,5,mobile,Séries,"2,5",,"2,5",1
CLI_002359,18,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,7,59,0,2,0,43,Desktop,Séries,,,,1
CLI_002360,43,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,1,60,12,Mobile,Esportes,,"4,5",,0
CLI_002361,24,Feminino,Sudeste,Mensal,Pix,Premium,49.9,0,0,0,0,24,43,Tablet,Documentários,,"3,0","4,5",0
CLI_002362,20,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,15,36,0,1,0,23,tv,Séries,,,"2,5",1
CLI_002363,18,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,12,36,1,3,0,21,tv,Infantil,"2,0",,"4,5",1
CLI_002364,52,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,29,19,0,1,71,53,TV,Séries,"4,0","3,0","3,0",0
CLI_002365,29,Masculino,Norte,Anual,Crédito Recorrente,Premium,38.0,43,3,0,3,64,72,Mobile,Filmes,"4,0",,"1,5",0
CLI_002366,57,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,18,28,0,1,8,99,mobile,Infantil,"2,0",,"2,5",0
CLI_002367,31,Masculino,Sudeste,Mensal,Débito Automático,Premium,49.9,7,24,0,0,19,95,mobile,Séries,"4,0",,"3,5",0
CLI_002368,18,Masculino,Nordeste,Mensal,Débito Automático,Básico,24.9,19,32,0,0,0,128,Desktop,Séries,"3,5",,"3,5",0
CLI_002369,23,Feminino,Sudeste,Mensal,Débito,Básico,24.9,12,26,0,0,19,99,Mobile,Séries,"4,0","3,0","3,5",0
CLI_002370,54,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,40,25,1,1,6,76,Mobile,Esportes,"3,5","4,0","4,5",0
CLI_002371,35,,Sul,Mensal,Pix,Padrão,38.0,32,31,0,1,0,40,TV,Documentários,"1,0",,"5,0",1
CLI_002372,30,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,25,21,0,1,1,19,TV,Esportes,"1,0","2,0","4,0",1
CLI_002373,40,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,14,12,1,1,62,42,TV,Filmes,,"4,5","3,5",0
CLI_002374,44,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,2,7,0,2,77,104,mobile,Séries,"4,0","4,5","3,0",0
CLI_002375,52,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,20,20,0,1,30,69,TV,Filmes,"4,0","4,0","4,0",0
CLI_002376,56,Masculino,Norte,Mensal,Pix,Básico,24.9,29,18,0,0,65,48,mobile,Esportes,,"4,5","4,5",0
CLI_002377,33,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,19,40,1,1,0,109,Desktop,Documentários,"4,0",,,0
CLI_002378,20,Feminino,Nordeste,Mensal,Débito,Padrão,38.0,12,53,0,1,0,14,Desktop,Filmes,,,"4,5",1
CLI_002379,32,Feminino,Norte,Mensal,Crédito Recorrente,Básico,24.9,19,16,0,1,39,64,mobile,Filmes,,"3,5","4,0",0
CLI_002380,41,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,6,5,0,3,18,23,Desktop,Séries,,"1,0",,1
CLI_002381,25,,Sudeste,Anual,Crédito Recorrente,Básico,22.0,2,16,0,2,66,168,Desktop,Esportes,,"3,0","4,5",0
CLI_002382,25,Não Informar,Nordeste,Mensal,Débito,Padrão,38.0,5,36,0,1,0,28,Tablet,Documentários,"1,5",,,1
CLI_002383,42,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,27,33,0,4,0,107,TV,Documentários,,,"2,0",0
CLI_002384,37,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,31,48,0,1,0,34,Desktop,Documentários,,,"4,0",1
CLI_002385,38,Masculino,Centro-Oeste,Mensal,Débito,Padrão,38.0,3,17,0,0,46,80,Desktop,Filmes,"4,0",,"1,0",0
CLI_002386,28,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,1,19,0,1,63,148,Tablet,Documentários,,"3,0",,0
CLI_002387,35,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,1,26,0,0,10,34,mobile,Infantil,,,"1,5",0
CLI_002388,25,Não Informar,Centro-Oeste,Mensal,Débito,Básico,24.9,11,13,0,0,92,61,Tablet,Séries,"3,5",,"2,5",0
CLI_002389,49,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,4,49,0,0,0,45,tv,Séries,"4,0",,"3,5",0
CLI_002390,51,Feminino,Sul,Mensal,Débito,Básico,24.9,7,55,0,1,0,24,tv,Séries,,,"1,5",1
CLI_002391,18,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,11,14,0,3,70,72,mobile,Novelas,,,"1,0",0
CLI_002392,25,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,4,22,69,Desktop,Séries,,,"1,5",0
CLI_002393,18,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,21,34,1,2,0,55,TV,Séries,"4,0",,"3,5",0
CLI_002394,29,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,2,28,0,2,16,108,Tablet,Filmes,"4,0",,"1,5",0
CLI_002395,36,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,8,17,0,1,78,57,tv,Documentários,"4,0","3,5",,0
CLI_002396,19,Feminino,Sul,Mensal,Débito,Básico,24.9,28,28,1,1,9,89,Mobile,Filmes,,"4,5","2,0",0
CLI_002397,26,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,24,23,0,2,13,5,tv,Filmes,"3,0",,"4,0",0
CLI_002398,24,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,30,37,0,1,0,64,tv,Séries,"3,5",,"2,0",0
CLI_002399,40,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,17,7,0,1,77,89,TV,Documentários,"4,5",,"1,5",0
CLI_002400,38,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,3,35,0,2,0,23,TV,Documentários,,,,1
CLI_002401,28,Feminino,Sudeste,Mensal,Pix,Básico,24.9,7,27,0,1,4,51,Mobile,Filmes,"2,0","1,0","2,5",1
CLI_002402,40,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,1,30,0,1,7,106,Mobile,Filmes,,"5,0","5,0",0
CLI_002403,30,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,6,14,0,0,86,103,Tablet,Séries,"4,0",,"3,5",0
CLI_002404,34,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,0,0,0,0,81,118,mobile,Séries,,"3,0","4,0",0
CLI_002405,59,Não Informar,Sul,Mensal,Débito Automático,Básico,24.9,10,31,0,1,0,12,Tablet,Séries,"3,0",,"2,5",1
CLI_002406,55,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,49.9,0,0,0,0,26,151,Tablet,Infantil,,"3,5","4,0",0
CLI_002407,21,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,1,23,0,1,9,134,mobile,Séries,,"4,0","2,5",0
CLI_002408,48,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,12,26,0,0,8,152,TV,Esportes,"3,0","4,0",,0
CLI_002409,48,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,0,0,0,2,76,101,tv,Documentários,,"3,5","1,0",0
CLI_002410,23,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,16,12,0,2,23,30,TV,Novelas,"2,0","2,0","2,5",1
CLI_002411,48,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,15,45,0,2,0,64,Tablet,Documentários,"1,0",,"1,0",0
CLI_002412,57,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,34,23,1,1,12,24,mobile,Infantil,"3,0","3,0","4,5",0
CLI_002413,23,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,8,12,0,0,36,102,Mobile,Filmes,"4,0",,"4,0",0
CLI_002414,26,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,48,13,0,2,53,74,TV,Séries,,"3,0","3,5",0
CLI_002415,51,Feminino,Norte,Mensal,Débito,Premium,49.9,35,8,1,0,55,23,Desktop,Infantil,,"4,0","1,0",0
CLI_002416,41,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,7,52,0,1,0,121,mobile,Infantil,"4,5",,,0
CLI_002417,45,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,5,2,0,1,47,161,Mobile,Filmes,"5,0","3,0","1,5",0
CLI_002418,42,Outros,Sudeste,Anual,Crédito Recorrente,Premium,38.0,9,34,0,0,0,106,Tablet,Esportes,,,,0
CLI_002419,43,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,8,18,0,4,77,75,mobile,Documentários,,,"5,0",0
CLI_002420,20,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,2,15,1,1,5,28,tv,Documentários,"2,0","1,5","1,0",1
CLI_002421,51,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,22,11,0,0,64,72,Desktop,Séries,"4,0","3,5","5,0",0
CLI_002422,53,Não Informar,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,21,0,0,11,55,Tablet,Séries,,"4,0","1,0",0
CLI_002423,35,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,1,22,0,3,10,98,Mobile,Filmes,,,"4,5",0
CLI_002424,37,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,12,18,0,1,73,113,mobile,Filmes,"4,0","4,5","3,5",0
CLI_002425,18,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,3,2,0,1,86,108,Desktop,Documentários,"4,0",,"3,0",0
CLI_002426,44,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,30,23,0,0,13,105,mobile,Filmes,"4,0",,"4,5",0
CLI_002427,45,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,48,36,0,1,0,17,tv,Esportes,"2,0",,,1
CLI_002428,37,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,2,4,0,1,0,83,mobile,Séries,,"4,0","2,0",0
CLI_002429,52,Masculino,Sudeste,Mensal,Débito,Padrão,38.0,39,35,0,1,0,107,Desktop,Esportes,"4,0",,"1,5",0
CLI_002430,33,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,21,13,0,1,30,29,TV,Filmes,,,"2,0",0
CLI_002431,45,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,6,53,0,0,0,20,TV,Esportes,"2,0",,"4,0",1
CLI_002432,24,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,10,17,0,1,67,47,Mobile,Séries,"4,0",,"2,5",0
CLI_002433,37,Feminino,Centro-Oeste,Mensal,Pix,Básico,24.9,6,59,0,1,0,35,Tablet,Filmes,"1,5",,,1
CLI_002434,35,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,10,17,0,2,16,26,Desktop,Documentários,,"1,5",,1
CLI_002435,40,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,10,9,0,2,55,83,Mobile,Filmes,,,"2,5",0
CLI_002436,33,Feminino,Sul,Mensal,Débito,Básico,24.9,19,30,0,0,13,44,Desktop,Filmes,"3,5",,,0
CLI_002437,36,,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,15,32,0,1,0,90,mobile,Esportes,"4,0",,"4,0",0
CLI_002438,48,,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,1,16,0,2,31,100,Desktop,Filmes,,"3,5","2,0",0
CLI_002439,32,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,4,22,1,1,0,108,tv,Documentários,"4,0",,"1,0",0
CLI_002440,18,Feminino,Norte,Mensal,Cartão de Crédito,Padrão,38.0,1,24,0,1,2,20,mobile,Séries,,,,1
CLI_002441,60,Feminino,Nordeste,Mensal,Débito Automático,Padrão,38.0,7,33,0,1,0,21,TV,Infantil,"2,0",,,1
CLI_002442,55,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,9,24,0,4,15,43,Mobile,Infantil,"4,0","3,0",,0
CLI_002443,21,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,6,21,1,4,4,123,mobile,Esportes,"4,0","4,0","3,5",0
CLI_002444,46,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,2,20,0,0,52,79,TV,Séries,"4,0","5,0","1,0",0
CLI_002445,31,,Sul,Mensal,Pix,Básico,24.9,6,24,0,1,7,29,mobile,Séries,"2,0","4,0","5,0",0
CLI_002446,41,Masculino,Sudeste,Mensal,Pix,Básico,24.9,16,25,0,0,2,104,TV,Novelas,,"5,0","1,5",0
CLI_002447,41,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,1,5,0,2,87,100,Desktop,Filmes,,"3,5","5,0",0
CLI_002448,34,Feminino,Sul,Mensal,Débito,Padrão,38.0,10,22,0,0,12,28,Desktop,Infantil,,"5,0","2,0",0
CLI_002449,27,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,16,19,0,0,64,5,mobile,Infantil,,"4,5","4,0",0
CLI_002450,29,Feminino,Sudeste,Mensal,Pix,Básico,24.9,3,14,0,1,38,139,Tablet,Filmes,"4,0",,"5,0",0
CLI_002451,26,Feminino,Sudeste,Mensal,Débito,Básico,24.9,35,6,0,1,13,120,TV,Documentários,"3,0",,"3,0",0
CLI_002452,27,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,2,5,0,0,81,121,Mobile,Esportes,"4,0",,"5,0",0
CLI_002453,37,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,2,25,0,2,17,105,Mobile,Filmes,,"4,5","2,5",0
CLI_002454,28,Feminino,Sul,Anual,Crédito Recorrente,Padrão,32.0,1,18,1,1,63,102,tv,Novelas,,,"3,0",0
CLI_002455,46,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,22,42,0,0,0,68,Tablet,Filmes,"4,0",,"2,0",0
CLI_002456,57,Masculino,Sudeste,Mensal,Pix,Básico,24.9,1,14,0,0,1,27,TV,Documentários,,"2,5","5,0",1
CLI_002457,30,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,9,9,0,2,34,78,Tablet,Séries,,"3,0","5,0",0
CLI_002458,41,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,30,19,0,0,47,49,Mobile,Séries,"4,0",,,0
CLI_002459,44,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,11,19,0,0,62,106,Mobile,Infantil,"4,0","4,5","1,5",0
CLI_002460,44,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,6,21,0,0,11,9,Desktop,Séries,"2,5","4,0","2,5",0
CLI_002461,38,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,8,30,0,1,2,17,Mobile,Séries,,"1,5","5,0",1
CLI_002462,47,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,1,45,63,Tablet,Filmes,,"3,0","1,0",0
CLI_002463,44,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,9,16,0,1,73,103,TV,Séries,"4,0","5,0",,0
CLI_002464,21,,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,32,20,1,0,38,94,Desktop,Séries,"3,0",,,0
CLI_002465,49,Não Informar,Sul,Mensal,Pix,Básico,24.9,29,78,0,0,0,35,Desktop,Séries,"2,0",,"2,5",1
CLI_002466,49,,Sul,Mensal,Pix,Padrão,38.0,1,5,0,3,71,213,Mobile,Filmes,,,"3,0",0
CLI_002467,28,,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,9,75,0,2,0,43,Desktop,Esportes,,,"2,0",1
CLI_002468,38,Masculino,Centro-Oeste,Mensal,Débito,Básico,24.9,1,26,0,1,21,61,Desktop,Séries,,"3,5","1,0",0
CLI_002469,46,Outros,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,12,23,0,3,1,85,tv,Novelas,"4,0","3,0","1,5",0
CLI_002470,35,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,8,7,0,0,44,152,mobile,Esportes,"4,0",,,0
CLI_002471,51,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,15,74,0,2,0,30,Mobile,Infantil,"3,5",,"3,0",1
CLI_002472,68,Masculino,Sudeste,Mensal,Débito,Padrão,38.0,9,63,0,3,0,26,Mobile,Filmes,"2,0",,"5,0",1
CLI_002473,27,Outros,Sul,Mensal,Crédito Recorrente,Básico,24.9,8,21,0,2,13,168,tv,Filmes,"4,0",,"4,0",0
CLI_002474,20,Não Informar,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,6,19,0,1,67,114,TV,Esportes,"4,0",,,0
CLI_002475,41,Masculino,Centro-Oeste,Mensal,Débito,Padrão,38.0,0,1,0,0,105,95,mobile,Filmes,,"4,0",,0
CLI_002476,47,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,16,29,0,2,15,118,Tablet,Infantil,"1,5",,"1,0",0
CLI_002477,34,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,2,28,0,2,2,27,tv,Séries,"2,0","1,5",,1
CLI_002478,56,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,23,48,1,3,0,13,mobile,Novelas,"2,0",,"5,0",1
CLI_002479,20,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,5,5,0,0,6,30,mobile,Séries,"3,0",,,1
