cliente_id,churn,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma
4249,0,38,,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,27,5,0,2,11,22.3,Mobile,Documentários,,3.0,
4250,1,61,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,21,17,0,0,21,12.8,TV,Novelas,4.0,2.5,
4251,0,34,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,16,9,0,0,39,43.1,Desktop,Novelas,4.5,3.5,2.0
4252,0,33,Masculino,Sudeste,Mensal,Boleto,Básico,20.9,7,3,0,0,3,5.0,Desktop,Esportes,4.0,,
4253,0,40,,Nordeste,Mensal,Débito,Premium,59.9,27,8,0,0,30,34.0,Mobile,Filmes,4.0,5.0,3.5
4254,0,30,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,3,5,0,0,2,19.9,Desktop,Novelas,,4.5,
4255,1,40,Feminino,Sudeste,Mensal,Pix,Premium,59.9,16,4,0,8,1,11.9,TV,Novelas,4.0,2.5,
4256,0,26,,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,3,8,0,1,23,23.1,Mobile,Séries,,4.5,4.0
4257,1,39,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,27,4,0,3,16,28.2,Desktop,Infantil,4.0,,
4258,0,46,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,1,6,1,1,19,16.8,TV,Infantil,,,
4259,0,34,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,6,5,0,2,37,10.1,Desktop,Novelas,4.5,3.0,
4260,0,30,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,20,14,0,8,0,5.0,Mobile,Novelas,3.0,5.0,
4261,0,39,Prefiro Não Informar,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,14,11,0,5,36,19.2,Tablet,Séries,3.5,,2.5
4262,0,62,,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,3,3,0,0,42,25.7,Desktop,Filmes,2.5,,4.0
4263,0,37,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,14,8,0,0,32,27.3,TV,Documentários,3.0,5.0,
4264,1,36,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,29,12,0,7,14,8.6,TV,Séries,5.0,5.0,
4265,0,73,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,16,8,0,2,24,44.9,TV,Novelas,3.5,1.5,
4266,1,25,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,1,14,1,3,38,43.8,Mobile,Séries,4.0,,3.5
4267,0,64,Masculino,Sudeste,Mensal,Débito Automático,Premium,59.9,9,1,0,2,20,22.2,Desktop,Infantil,,4.5,
4268,1,28,Feminino,Norte,Mensal,Pix,Padrão,44.9,32,8,0,1,6,5.0,Mobile,Séries,3.0,,
4269,1,40,Feminino,Sudeste,Mensal,Pix,Padrão,44.9,3,8,0,2,11,26.3,TV,Séries,,4.0,3.0
4270,0,50,Feminino,Sudeste,Mensal,Boleto,Premium,59.9,23,3,0,0,32,36.8,TV,Documentários,,2.5,2.0
4271,0,37,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,22,6,0,0,43,26.5,Mobile,Séries,4.0,3.0,
4272,0,30,,Nordeste,Mensal,Pix,Premium,59.9,1,9,0,0,17,19.2,TV,Novelas,2.5,4.5,
4273,0,35,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,11,8,0,3,1,38.5,Mobile,Esportes,2.5,2.5,4.5
4274,1,30,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,4,15,0,4,5,43.3,Desktop,Documentários,,,3.0
4275,1,23,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,27,6,0,1,30,47.9,Mobile,Séries,3.5,3.0,3.5
4276,1,31,Feminino,Sudeste,Mensal,Débito Automático,Padrão,44.9,0,8,0,1,25,28.6,Desktop,Séries,,2.5,4.0
4277,0,28,,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,26,2,0,0,58,40.5,Desktop,Filmes,3.5,3.0,1.5
4278,0,29,Prefiro Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,20,2,0,0,29,16.1,Desktop,Esportes,,,
4279,0,39,,Sudeste,Mensal,Débito,Básico,20.9,33,7,1,1,25,23.3,TV,Séries,4.5,,
4280,0,31,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,1,5,1,0,23,22.0,TV,Filmes,4.0,4.0,1.0
4281,0,35,Masculino,Sudeste,Mensal,Débito Automático,Padrão,44.9,28,4,0,0,58,30.3,Tablet,Esportes,1.0,3.5,2.5
4282,0,34,Masculino,Sudeste,Mensal,Débito,Premium,59.9,20,2,0,2,13,26.5,Desktop,Infantil,4.5,4.5,4.5
4283,1,51,Masculino,Sudeste,Mensal,Pix,Premium,59.9,5,9,0,0,2,19.8,Tablet,Séries,3.5,,2.5
4284,1,34,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,11,4,0,2,2,7.6,Tablet,Séries,1.0,,4.0
4285,1,71,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,9,4,0,2,27,34.9,Desktop,Séries,3.5,4.0,
4286,0,44,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,35,10,0,3,32,26.0,Mobile,Novelas,,,
4287,0,33,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,6,10,0,1,51,20.2,Tablet,Filmes,5.0,,
4288,1,45,Masculino,Centro-Oeste,Mensal,Débito Automático,Premium,59.9,8,11,0,1,2,22.4,Tablet,Filmes,2.0,,
4289,0,30,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,26,1,0,1,30,24.8,TV,Séries,1.5,5.0,5.0
4290,0,30,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,36,7,0,3,47,35.0,Mobile,Séries,3.5,4.0,
4291,0,25,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,20,11,1,1,61,44.1,Desktop,Infantil,4.5,4.0,
4292,0,32,Feminino,Nordeste,Mensal,Débito,Básico,20.9,16,17,0,1,46,43.5,Mobile,Infantil,3.0,,2.0
4293,0,65,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,31,2,0,4,51,55.8,Desktop,Esportes,3.5,3.5,
4294,1,30,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,15,5,1,0,23,24.7,Mobile,Séries,1.5,5.0,
4295,0,50,Masculino,Centro-Oeste,Mensal,Débito Automático,Padrão,44.9,2,5,0,1,63,52.6,TV,Infantil,3.0,4.0,2.0
4296,0,52,Masculino,Nordeste,Mensal,Débito Automático,Premium,59.9,3,10,0,2,44,29.0,TV,Esportes,4.0,4.0,4.0
4297,1,40,,Sul,Mensal,Crédito Recorrente,Básico,20.9,2,6,0,6,0,7.3,TV,Novelas,4.0,,
4298,0,30,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,48.9,15,8,0,3,22,24.5,TV,Filmes,4.5,4.0,
4299,0,38,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,14,11,0,0,40,22.8,Tablet,Séries,5.0,3.5,4.5
4300,0,32,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,9,6,0,5,11,25.7,Mobile,Infantil,,3.0,
4301,0,40,Feminino,Norte,Anual,Crédito Recorrente,Padrão,38.9,35,5,0,1,56,21.7,TV,Novelas,2.5,,4.5
4302,0,45,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,14,4,0,1,18,22.9,Mobile,Novelas,2.5,,3.5
4303,0,38,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,31,8,0,2,33,38.9,Tablet,Infantil,2.5,2.5,3.0
4304,0,33,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,17,3,0,6,38,31.7,TV,Esportes,4.0,,
4305,1,36,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,2,3,0,3,1,17.4,TV,Séries,,2.5,
4306,0,27,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,18,5,0,3,39,27.5,Mobile,Infantil,,,3.5
4307,1,47,Masculino,Nordeste,Mensal,Débito Automático,Padrão,44.9,0,7,0,0,33,42.1,Mobile,Esportes,4.5,,4.0
4308,0,35,Masculino,Nordeste,Mensal,Débito Automático,Básico,20.9,5,4,0,0,20,38.6,TV,Novelas,4.5,3.5,3.5
4309,1,34,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,13,4,0,1,0,21.6,Desktop,Infantil,2.0,,3.5
4310,0,41,,Sul,Mensal,Pix,Básico,20.9,10,6,1,1,6,32.7,Desktop,Infantil,4.5,,3.5
4311,0,44,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,0,3,0,5,45,38.4,TV,Filmes,,3.5,1.0
4312,0,28,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,10,11,0,0,3,24.6,Desktop,Séries,2.5,,3.0
4313,0,23,Prefiro Não Informar,Centro-Oeste,Mensal,Pix,Básico,20.9,18,4,0,3,20,20.2,Mobile,Filmes,,3.5,
4314,1,27,Masculino,Nordeste,Mensal,Pix,Premium,59.9,5,5,0,1,1,23.5,Mobile,Filmes,2.5,,4.0
4315,0,45,Feminino,Sudeste,Mensal,Pix,Padrão,44.9,14,6,0,1,47,40.2,TV,Novelas,5.0,3.0,3.5
4316,1,27,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,20.9,6,10,0,1,29,36.3,Desktop,Filmes,,3.5,3.5
4317,1,72,Masculino,Centro-Oeste,Mensal,Pix,Premium,59.9,0,7,0,0,12,15.9,TV,Séries,,,3.0
4318,0,40,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,20,8,0,0,30,27.4,Desktop,Filmes,5.0,,
4319,1,79,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,1,7,1,4,5,28.7,Mobile,Documentários,,3.0,2.5
4320,0,25,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,0,18,0,0,28,28.2,Mobile,Infantil,4.5,3.5,3.5
4321,0,49,Feminino,Nordeste,Mensal,Débito Automático,Básico,20.9,16,2,1,0,2,26.6,Desktop,Infantil,5.0,,3.5
4322,1,30,Masculino,Sul,Mensal,Pix,Padrão,44.9,6,4,1,0,16,31.5,Desktop,Infantil,3.5,2.5,2.5
4323,0,27,,Sul,Mensal,Pix,Premium,59.9,3,6,0,1,16,18.3,Mobile,Novelas,,5.0,4.0
4324,0,36,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,6,1,0,1,20,20.0,TV,Infantil,,4.5,2.5
4325,0,29,Feminino,Norte,Mensal,Cartão de Crédito,Básico,20.9,16,2,1,0,34,29.3,TV,Séries,1.5,4.5,4.0
4326,1,31,,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,4,5,0,4,4,17.2,Mobile,Séries,,2.0,
4327,1,36,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,33,7,1,2,9,30.5,Tablet,Filmes,2.5,3.5,
4328,0,45,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,2,8,0,6,41,36.7,Mobile,Documentários,4.0,,
4329,0,47,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,0,1,0,1,13,20.1,Mobile,Novelas,3.5,4.0,
4330,0,25,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,10,16,0,0,22,15.1,Mobile,Novelas,3.5,,1.0
4331,0,62,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,11,11,1,9,35,24.5,Desktop,Novelas,,4.0,
4332,1,38,,Sudeste,Mensal,Débito Automático,Básico,20.9,4,10,0,0,23,24.9,TV,Documentários,2.5,4.0,
4333,0,43,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,4,7,0,0,17,14.8,Desktop,Séries,2.0,,4.5
4334,0,47,Masculino,Nordeste,Mensal,Débito,Padrão,44.9,11,4,0,2,24,15.7,Mobile,Séries,3.5,5.0,4.5
4335,0,29,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,11,10,0,1,2,23.4,TV,Infantil,,,4.0
4336,0,37,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,28,6,0,3,7,10.8,Mobile,Esportes,3.5,,2.5
4337,1,27,Masculino,Norte,Mensal,Pix,Básico,20.9,12,13,0,3,2,46.1,TV,Séries,,,
4338,1,26,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,1,8,0,1,52,41.0,TV,Séries,2.5,,4.5
4339,0,36,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,8,11,1,1,33,7.3,TV,Novelas,4.0,,
4340,0,25,Masculino,Norte,Mensal,Crédito Recorrente,Padrão,44.9,1,7,0,1,2,11.8,TV,Séries,5.0,4.0,4.0
4341,0,30,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,17,11,0,0,46,42.7,Mobile,Filmes,,,4.0
4342,0,40,Feminino,Sudeste,Mensal,Pix,Premium,59.9,10,4,0,1,60,29.6,Desktop,Infantil,3.0,,5.0
4343,0,27,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,21,8,0,0,1,5.0,Mobile,Séries,1.5,,
4344,0,40,Masculino,Sul,Mensal,Pix,Básico,20.9,6,3,0,0,14,17.4,Desktop,Séries,,2.0,3.5
4345,0,35,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,9,13,0,0,12,19.9,Mobile,Documentários,3.0,,4.0
4346,0,29,Feminino,Sudeste,Mensal,Débito,Padrão,44.9,16,6,0,0,21,22.9,TV,Séries,2.5,2.5,4.0
4347,0,24,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,4,5,0,1,2,29.0,Desktop,Séries,4.0,3.5,1.0
4348,1,36,Feminino,Sul,Mensal,Cartão de Crédito,Básico,20.9,3,7,0,4,0,18.7,Mobile,Filmes,,3.5,3.0
4349,0,23,Prefiro Não Informar,Sudeste,Mensal,Pix,Padrão,44.9,22,3,0,0,33,8.6,TV,Infantil,4.5,1.0,5.0
4350,0,46,,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,35,17,0,1,27,36.7,Tablet,Filmes,,4.5,4.0
4351,0,31,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,13,6,0,3,38,29.0,TV,Infantil,2.5,,
4352,0,40,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,14,2,0,2,8,29.8,TV,Séries,5.0,4.5,3.5
4353,0,37,Feminino,Sudeste,Mensal,Pix,Básico,20.9,18,7,1,6,43,52.0,TV,Novelas,4.5,,
4354,0,75,Outros,Norte,Mensal,Pix,Básico,20.9,2,3,1,0,27,20.4,TV,Filmes,,,4.0
4355,0,33,Feminino,Sudeste,Mensal,Pix,Padrão,44.9,18,10,0,1,5,23.1,TV,Séries,,4.0,
4356,0,38,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,12,7,0,2,6,17.4,Desktop,Filmes,,4.5,4.0
4357,0,38,Prefiro Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,14,3,1,0,36,22.3,TV,Filmes,3.0,4.5,3.0
4358,0,23,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,14,6,0,1,29,16.6,Tablet,Filmes,,,3.5
4359,1,44,Outros,Sul,Mensal,Pix,Básico,20.9,6,3,1,4,13,31.6,TV,Infantil,3.0,4.0,1.5
4360,0,22,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,0,6,0,2,32,25.5,Mobile,Esportes,4.0,3.0,4.5
4361,0,39,Feminino,Sul,Mensal,Pix,Padrão,44.9,4,9,0,0,33,20.1,Tablet,Séries,,,2.5
4362,0,49,Masculino,Nordeste,Mensal,Pix,Premium,59.9,2,10,0,0,28,24.7,TV,Esportes,5.0,3.5,
4363,1,32,Masculino,Sul,Anual,Crédito Recorrente,Básico,18.9,2,6,0,3,16,21.7,Desktop,Novelas,,4.0,
4364,0,26,Outros,Norte,Anual,Crédito Recorrente,Padrão,38.9,0,7,0,1,28,35.1,Mobile,Novelas,3.5,1.5,4.0
4365,0,40,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,7,5,0,0,7,9.0,Tablet,Filmes,,,1.0
4366,0,43,Feminino,Sul,Mensal,Pix,Premium,59.9,4,3,0,14,32,31.0,Tablet,Infantil,3.0,,4.5
4367,0,25,Feminino,Sudeste,Mensal,Boleto,Premium,59.9,2,6,0,0,4,41.3,Desktop,Novelas,,,
4368,0,27,,Sul,Mensal,Crédito Recorrente,Básico,20.9,25,7,0,0,31,39.4,Desktop,Séries,,,
4369,1,28,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,48.9,0,25,0,0,8,36.0,Tablet,Filmes,4.0,2.5,5.0
4370,1,30,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,3,8,0,2,4,11.5,Tablet,Filmes,3.5,1.0,
4371,0,25,Prefiro Não Informar,Nordeste,Anual,Crédito Recorrente,Básico,18.9,0,7,1,0,28,46.1,Mobile,Infantil,3.0,3.5,3.5
4372,0,39,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,7,3,0,6,37,33.2,Mobile,Filmes,4.5,,4.0
4373,1,44,Feminino,Centro-Oeste,Mensal,Pix,Padrão,44.9,5,11,0,0,24,15.3,Desktop,Novelas,,,
4374,1,27,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,1,8,0,0,34,16.2,Mobile,Infantil,4.0,4.0,3.0
4375,1,43,Masculino,Sudeste,Mensal,Débito Automático,Padrão,44.9,12,7,0,1,21,27.5,TV,Novelas,,,
4376,0,56,,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,1,6,0,0,54,16.7,Desktop,Esportes,4.0,3.0,3.5
4377,0,55,Masculino,Nordeste,Mensal,Débito Automático,Premium,59.9,28,6,0,1,22,32.5,TV,Documentários,,,
4378,0,46,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,10,12,0,1,14,20.8,Desktop,Novelas,5.0,,4.5
4379,0,25,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,18,6,0,1,36,38.5,TV,Filmes,4.5,3.0,3.0
4380,0,46,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,2,10,1,2,22,27.6,TV,Infantil,4.5,2.5,
4381,0,26,Feminino,Sudeste,Mensal,Débito Automático,Padrão,44.9,26,14,0,2,43,42.7,Mobile,Documentários,2.0,,
4382,0,34,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,17,10,1,1,3,31.7,Tablet,Séries,2.5,3.0,3.0
4383,0,28,,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,11,5,0,2,29,25.4,Mobile,Filmes,4.0,,
4384,0,33,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,26,3,0,0,21,31.0,TV,Novelas,,,2.5
4385,1,31,Masculino,Sudeste,Mensal,Débito Automático,Básico,20.9,14,6,0,2,46,18.1,TV,Documentários,3.5,5.0,3.5
4386,0,55,Masculino,Nordeste,Mensal,Débito,Básico,20.9,5,9,0,1,18,32.3,Desktop,Esportes,3.0,4.0,2.0
4387,1,45,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,5,4,0,0,21,32.3,Mobile,Filmes,2.0,4.5,4.0
4388,0,47,Masculino,Centro-Oeste,Mensal,Boleto,Premium,59.9,9,7,1,2,25,26.4,TV,Novelas,3.5,,3.0
4389,0,23,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,0,5,0,0,16,11.0,Mobile,Séries,3.5,,4.0
4390,0,30,,Sul,Mensal,Boleto,Premium,59.9,0,2,0,3,65,13.3,Mobile,Esportes,3.0,,
4391,0,43,Masculino,Nordeste,Mensal,Boleto,Padrão,44.9,1,4,1,2,35,20.0,TV,Filmes,3.0,,
4392,0,26,,Sudeste,Anual,Crédito Recorrente,Premium,48.9,14,4,0,2,2,25.4,TV,Filmes,,,3.5
4393,0,31,Masculino,Nordeste,Mensal,Pix,Padrão,44.9,12,9,1,4,49,23.9,TV,Novelas,5.0,4.0,1.5
4394,0,30,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,10,2,0,0,19,39.8,Desktop,Filmes,4.0,3.5,
4395,0,83,Feminino,Nordeste,Mensal,Débito Automático,Padrão,44.9,12,5,0,2,51,23.9,Tablet,Séries,4.0,,
4396,1,61,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,2,4,0,0,29,16.9,Tablet,Filmes,4.0,3.5,3.5
4397,0,32,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,1,1,0,2,39,17.4,Tablet,Infantil,,4.0,3.5
4398,0,29,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,32,5,0,1,36,31.2,TV,Documentários,3.0,5.0,
4399,0,31,Feminino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,21,2,0,0,8,14.7,Mobile,Documentários,,2.5,
4400,0,25,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,26,19,0,2,25,19.1,TV,Novelas,5.0,4.0,
4401,1,38,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,2,9,0,0,43,37.6,Desktop,Infantil,,4.5,
4402,0,50,Masculino,Nordeste,Mensal,Débito,Básico,20.9,1,13,0,0,21,19.9,TV,Novelas,2.0,4.0,
4403,0,30,Feminino,Sudeste,Mensal,Débito Automático,Padrão,44.9,20,5,0,1,46,35.2,Mobile,Novelas,3.5,,3.5
4404,0,45,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,10,5,0,4,3,20.8,Desktop,Documentários,3.0,3.5,3.5
4405,0,42,Masculino,Norte,Mensal,Crédito Recorrente,Premium,59.9,19,1,0,1,35,33.3,Tablet,Documentários,4.5,1.5,2.0
4406,0,29,Feminino,Nordeste,Mensal,Pix,Premium,59.9,0,1,0,1,8,14.8,Desktop,Filmes,4.0,4.0,1.0
4407,0,80,Masculino,Sul,Anual,Crédito Recorrente,Básico,18.9,8,10,0,0,39,41.8,TV,Séries,4.5,4.5,3.5
4408,0,30,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,11,0,2,5,30.4,Mobile,Novelas,3.0,4.5,4.0
4409,0,28,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,0,2,0,0,11,21.4,Tablet,Esportes,,1.0,
4410,0,36,Prefiro Não Informar,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,15,8,0,0,1,17.2,Mobile,Esportes,3.5,3.5,4.0
4411,0,48,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,3,6,0,2,64,37.6,Mobile,Filmes,,4.0,2.0
4412,1,23,,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,3,16,0,6,17,14.4,Tablet,Filmes,3.5,,
4413,1,52,,Sul,Mensal,Cartão de Crédito,Básico,20.9,18,6,0,1,2,19.9,Mobile,Séries,,5.0,4.0
4414,0,35,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,2,4,0,1,6,34.6,Desktop,Séries,4.5,,
4415,0,24,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,28,3,0,6,42,23.3,Desktop,Filmes,4.0,3.0,
4416,0,46,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,2,7,0,2,1,5.0,Desktop,Esportes,4.5,,
4417,0,31,Feminino,Nordeste,Mensal,Débito,Padrão,44.9,8,6,0,1,3,5.0,Tablet,Esportes,1.5,4.0,
4418,1,29,Masculino,Sudeste,Mensal,Pix,Básico,20.9,30,12,0,0,26,22.2,Mobile,Séries,4.0,4.0,3.5
4419,0,40,,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,8,17,0,0,29,43.9,Desktop,Séries,,3.0,3.0
4420,0,30,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,30,8,0,2,15,30.9,TV,Novelas,3.5,,3.0
4421,0,21,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,6,2,0,0,5,5.0,Tablet,Filmes,3.5,3.5,
4422,0,68,Feminino,Norte,Mensal,Pix,Básico,20.9,4,3,0,6,38,19.1,Desktop,Filmes,,3.0,
4423,0,37,Feminino,Sudeste,Mensal,Pix,Premium,59.9,22,6,0,0,16,14.7,TV,Esportes,3.5,,
4424,1,59,Feminino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,24,7,0,1,22,49.1,Tablet,Filmes,4.5,,3.0
4425,1,40,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,18,5,0,1,26,23.3,TV,Séries,4.5,3.5,3.0
4426,1,34,Feminino,Nordeste,Mensal,Débito Automático,Premium,59.9,16,5,0,15,2,11.3,TV,Infantil,3.0,4.5,2.5
4427,0,31,Feminino,Sudeste,Mensal,Débito Automático,Padrão,44.9,11,2,0,0,65,38.1,Desktop,Séries,3.0,,
4428,0,28,Feminino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,0,6,0,0,33,24.3,Tablet,Infantil,2.5,,4.5
4429,0,42,,Sul,Anual,Crédito Recorrente,Básico,18.9,2,18,0,0,28,38.1,Desktop,Séries,4.0,,
4430,0,29,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,28,8,0,1,79,24.4,Tablet,Documentários,4.0,1.5,3.5
4431,1,43,Feminino,Nordeste,Mensal,Boleto,Padrão,44.9,13,4,0,0,23,33.9,Mobile,Esportes,,,
4432,0,23,Masculino,Sul,Anual,Crédito Recorrente,Padrão,38.9,15,3,0,0,6,27.2,Mobile,Esportes,3.0,,3.5
4433,1,42,Masculino,Nordeste,Mensal,Boleto,Padrão,44.9,9,6,0,0,31,13.0,Mobile,Infantil,3.0,,4.0
4434,1,28,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,1,5,0,2,12,49.7,Mobile,Séries,3.0,,
4435,0,47,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,1,8,0,0,53,22.8,Mobile,Séries,,,
4436,0,42,Feminino,Sul,Mensal,Crédito Recorrente,Premium,59.9,2,0,0,0,28,40.2,TV,Documentários,4.0,4.0,
4437,0,40,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,10,4,1,0,13,28.4,TV,Esportes,4.5,4.0,3.5
4438,0,28,Masculino,Norte,Mensal,Pix,Básico,20.9,10,5,0,0,5,7.5,Tablet,Esportes,5.0,,3.0
4439,0,41,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,24,2,0,1,29,33.7,Tablet,Infantil,4.0,,5.0
4440,0,42,,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,2,9,0,0,40,31.9,Desktop,Filmes,1.5,4.5,
4441,0,37,Masculino,Sul,Mensal,Boleto,Premium,59.9,13,13,0,1,5,37.6,Mobile,Documentários,3.5,2.5,
4442,0,36,Feminino,Norte,Mensal,Débito Automático,Padrão,44.9,2,5,0,0,64,36.9,TV,Filmes,2.0,2.5,2.5
4443,0,52,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,14,16,0,1,31,39.5,Desktop,Séries,4.5,4.5,2.5
4444,0,27,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,10,6,0,0,17,35.8,Desktop,Filmes,,,
