cliente_id,idade,genero,parceiro,dependentes,acessibilidade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,avaliacao_conteudo,media_avaliacao_plataforma,formato_mais_assistido,contatos_suporte,metodo_pagamento,dispositivo_principal,churn
CLI_005819,49.0,Masculino,0.0,0.0,0,39.0,Básico,19.9,74,150,2.2,3.2,Séries,2.0,Boleto,tv,0
CLI_005820,27.0,Feminino,1.0,,0,15.0,Padrão,29.9,33,66,1.1,5.0,Documentários,8.0,Cartão de Crédito,mobile,0
CLI_005821,25.0,Feminino,,0.0,0,56.0,Básico,19.9,86,45,2.2,2.1,Séries,7.0,PIX,tv,1
CLI_005822,74.0,Masculino,,1.0,0,,Padrão,29.9,5,133,4.4,4.8,Filmes,4.0,Cartão de Crédito,Tablet,1
CLI_005823,65.0,Feminino,1.0,,0,29.0,Padrão,29.9,22,31,1.6,3.4,Filmes,3.0,PIX,Desktop,0
CLI_005824,57.0,Masculino,1.0,0.0,0,24.0,Básico,19.9,66,158,0.0,2.9,Séries,1.0,Débito,TV,0
CLI_005825,26.0,Feminino,1.0,1.0,0,7.0,Básico,19.9,8,26,4.6,3.1,Novelas,0.0,Credito,tv,1
CLI_005826,38.0,Feminino,1.0,0.0,0,49.0,Básico,19.9,55,123,2.2,1.5,Séries,3.0,Débito,mobile,0
CLI_005827,34.0,Feminino,1.0,1.0,0,20.0,Básico,19.9,72,167,3.5,5.0,Infantil,2.0,Boleto,Desktop,0
CLI_005828,57.0,Masculino,,0.0,0,17.0,Básico,19.9,51,31,3.5,3.1,Séries,0.0,Boleto,tv,0
CLI_005829,31.0,Feminino,1.0,1.0,0,53.0,Padrão,29.9,80,98,2.8,2.3,Filmes,8.0,Cartão de Crédito,Tablet,1
CLI_005830,68.0,Masculino,1.0,,0,17.0,Básico,19.9,22,109,0.9,3.7,Filmes,3.0,Cartão de Crédito,Desktop,1
CLI_005831,54.0,Feminino,0.0,0.0,1,6.0,Básico,19.9,9,126,0.4,,Séries,0.0,PIX,mobile,0
CLI_005832,65.0,Feminino,1.0,0.0,0,13.0,Básico,19.9,91,135,3.0,3.5,Filmes,5.0,Credito,TV,0
CLI_005833,42.0,Masculino,0.0,0.0,0,26.0,Básico,19.9,19,154,4.2,4.0,Filmes,1.0,PIX,Tablet,0
CLI_005834,55.0,Masculino,,1.0,1,25.0,Padrão,29.9,70,21,0.4,2.2,Séries,3.0,Débito,tv,1
CLI_005835,29.0,Feminino,0.0,0.0,0,34.0,Padrão,29.9,80,105,0.2,3.2,Séries,3.0,PIX,Tablet,0
CLI_005836,41.0,Masculino,1.0,0.0,0,28.0,Básico,19.9,45,74,1.2,2.2,Séries,9.0,PIX,Mobile,1
CLI_005837,32.0,Feminino,,0.0,0,55.0,Premium,39.9,42,185,4.6,3.5,Séries,2.0,Boleto,Mobile,1
CLI_005838,24.0,Masculino,1.0,1.0,0,6.0,Padrão,29.9,83,123,1.0,3.6,Séries,8.0,Boleto,Desktop,0
CLI_005839,55.0,Masculino,1.0,0.0,0,17.0,Básico,19.9,56,144,2.2,2.9,Filmes,4.0,Credito,mobile,0
CLI_005840,30.0,Masculino,1.0,0.0,0,23.0,Básico,19.9,61,42,2.1,5.0,Documentários,9.0,Credito,Mobile,0
CLI_005841,,Masculino,1.0,0.0,0,17.0,Básico,19.9,17,147,0.3,,Documentários,7.0,Boleto,mobile,1
CLI_005842,39.0,Feminino,1.0,1.0,0,,Básico,19.9,87,58,1.0,4.0,Séries,9.0,Credito,tv,0
CLI_005843,40.0,Masculino,1.0,0.0,0,25.0,Padrão,29.9,23,67,,4.8,Filmes,7.0,Cartão de Crédito,Mobile,0
CLI_005844,44.0,Masculino,1.0,1.0,0,40.0,Básico,19.9,52,49,2.3,2.6,Séries,4.0,Boleto,TV,1
CLI_005845,23.0,Feminino,0.0,0.0,0,57.0,Premium,39.9,71,62,4.5,4.3,Séries,9.0,Boleto,tv,0
CLI_005846,59.0,Feminino,1.0,0.0,0,53.0,Básico,19.9,19,116,4.8,4.2,Séries,4.0,Boleto,TV,1
CLI_005847,19.0,Masculino,1.0,,0,,Premium,39.9,79,179,0.5,3.7,Filmes,3.0,Cartão de Crédito,mobile,1
CLI_005848,42.0,Masculino,1.0,,0,52.0,Padrão,29.9,74,187,1.9,4.4,Séries,1.0,Cartão de Crédito,Tablet,0
CLI_005849,69.0,Feminino,1.0,1.0,0,58.0,Básico,19.9,50,59,1.1,2.7,Séries,9.0,Credito,Tablet,1
CLI_005850,44.0,Masculino,1.0,0.0,0,41.0,Básico,19.9,35,91,,4.4,Séries,0.0,Credito,mobile,0
CLI_005851,24.0,Masculino,1.0,0.0,1,60.0,Padrão,29.9,10,159,2.0,3.9,Infantil,8.0,Cartão de Crédito,Tablet,0
CLI_005852,54.0,Feminino,,0.0,1,49.0,Básico,19.9,87,38,2.7,4.2,Filmes,7.0,PIX,Mobile,0
CLI_005853,24.0,Feminino,0.0,0.0,0,52.0,Básico,19.9,5,67,3.3,3.2,Séries,3.0,PIX,Mobile,0
CLI_005854,26.0,Masculino,0.0,0.0,0,47.0,Premium,39.9,36,98,2.9,2.9,Séries,5.0,Credito,mobile,0
CLI_005855,25.0,Feminino,,0.0,0,39.0,Premium,39.9,21,94,1.5,2.4,Séries,6.0,PIX,Desktop,0
CLI_005856,61.0,Feminino,0.0,0.0,0,30.0,Padrão,29.9,68,74,0.0,3.3,Filmes,4.0,Boleto,Tablet,1
CLI_005857,59.0,Masculino,1.0,0.0,0,53.0,Padrão,29.9,71,168,3.3,3.1,Filmes,,Boleto,Tablet,0
CLI_005858,62.0,Masculino,1.0,0.0,1,5.0,Básico,19.9,61,183,3.5,2.7,Novelas,3.0,Cartão de Crédito,Tablet,0
CLI_005859,27.0,Masculino,1.0,0.0,1,19.0,Básico,19.9,36,160,2.3,4.9,Séries,4.0,Boleto,tv,0
CLI_005860,52.0,Masculino,1.0,,0,57.0,Padrão,29.9,26,22,3.6,4.3,Séries,5.0,PIX,TV,0
CLI_005861,43.0,Feminino,1.0,1.0,0,41.0,Básico,19.9,89,82,,4.7,Séries,4.0,Débito,Tablet,0
CLI_005862,69.0,Feminino,1.0,1.0,0,33.0,Básico,19.9,70,50,1.7,2.7,Filmes,2.0,Débito,Desktop,0
CLI_005863,24.0,Masculino,1.0,1.0,0,33.0,Padrão,29.9,80,106,4.4,4.3,Filmes,5.0,PIX,TV,0
CLI_005864,40.0,Feminino,1.0,0.0,0,6.0,Básico,19.9,83,57,4.4,2.9,Filmes,7.0,PIX,Tablet,1
CLI_005865,59.0,Masculino,1.0,,0,18.0,Padrão,29.9,46,56,3.5,,Infantil,4.0,Débito,tv,0
CLI_005866,39.0,Feminino,1.0,1.0,0,21.0,Básico,19.9,50,19,4.7,3.8,Séries,4.0,Credito,mobile,0
CLI_005867,42.0,Feminino,,0.0,0,3.0,Básico,19.9,29,166,,4.0,Filmes,2.0,Cartão de Crédito,Desktop,0
CLI_005868,49.0,Feminino,1.0,1.0,0,59.0,Padrão,29.9,61,173,2.9,,Séries,1.0,PIX,TV,1
CLI_005869,26.0,Masculino,,0.0,0,59.0,Padrão,29.9,15,160,4.7,3.3,Filmes,4.0,Cartão de Crédito,Tablet,0
CLI_005870,54.0,Feminino,1.0,0.0,0,51.0,Básico,19.9,56,32,1.5,2.4,Filmes,9.0,Credito,Desktop,1
CLI_005871,25.0,Feminino,1.0,0.0,1,53.0,Premium,39.9,79,135,5.0,3.8,Filmes,2.0,Boleto,Tablet,0
CLI_005872,32.0,Feminino,,1.0,0,57.0,Básico,19.9,56,62,2.0,1.9,Séries,5.0,PIX,Mobile,0
CLI_005873,35.0,Masculino,1.0,0.0,1,48.0,Básico,19.9,65,154,2.1,3.9,Filmes,7.0,PIX,tv,1
CLI_005874,39.0,Feminino,0.0,0.0,0,27.0,Básico,19.9,75,187,1.0,4.2,Filmes,4.0,Credito,Mobile,0
CLI_005875,54.0,Feminino,,0.0,0,23.0,Básico,19.9,39,65,2.1,2.7,Documentários,8.0,Credito,Tablet,0
CLI_005876,52.0,Feminino,1.0,0.0,0,42.0,Básico,19.9,11,127,,3.2,Filmes,7.0,Débito,tv,0
CLI_005877,54.0,Masculino,,0.0,0,51.0,Padrão,29.9,24,40,3.9,3.2,Filmes,7.0,Débito,Desktop,1
CLI_005878,66.0,Feminino,1.0,0.0,0,11.0,Padrão,29.9,38,121,0.5,4.1,Séries,5.0,Cartão de Crédito,tv,1
CLI_005879,76.0,Feminino,1.0,0.0,0,55.0,Premium,39.9,41,65,1.2,2.1,Infantil,4.0,Cartão de Crédito,Mobile,0
CLI_005880,32.0,Feminino,1.0,0.0,0,18.0,Premium,39.9,62,40,0.1,2.0,Esportivos,9.0,Débito,mobile,1
CLI_005881,76.0,Masculino,1.0,1.0,0,2.0,Premium,39.9,30,109,2.3,3.0,Filmes,6.0,Cartão de Crédito,Tablet,1
CLI_005882,50.0,Masculino,1.0,0.0,0,28.0,Padrão,29.9,33,39,,5.0,Séries,5.0,PIX,Desktop,0
CLI_005883,69.0,Masculino,1.0,0.0,0,53.0,Básico,19.9,81,53,2.5,4.3,Séries,0.0,PIX,Mobile,0
CLI_005884,42.0,Masculino,0.0,0.0,0,43.0,Básico,19.9,96,114,0.9,4.5,Filmes,1.0,Débito,Tablet,0
CLI_005885,60.0,Masculino,1.0,0.0,0,37.0,Básico,19.9,7,125,1.0,2.9,Filmes,0.0,Boleto,tv,0
CLI_005886,26.0,Feminino,1.0,0.0,0,50.0,Básico,19.9,27,52,4.9,3.5,Filmes,3.0,Cartão de Crédito,Desktop,1
CLI_005887,30.0,Masculino,1.0,0.0,1,32.0,Padrão,29.9,80,71,1.0,3.7,Infantil,8.0,Cartão de Crédito,mobile,1
CLI_005888,29.0,Masculino,0.0,0.0,0,35.0,Padrão,29.9,25,156,1.3,5.0,Filmes,6.0,Credito,Tablet,1
CLI_005889,68.0,Masculino,0.0,,0,13.0,Básico,19.9,71,48,4.7,3.6,Séries,7.0,Débito,mobile,0
CLI_005890,32.0,Feminino,1.0,,0,29.0,Premium,39.9,85,64,3.7,4.1,Séries,0.0,Cartão de Crédito,Desktop,1
CLI_005891,67.0,Masculino,1.0,,1,55.0,Padrão,29.9,30,158,3.2,3.5,Documentários,7.0,Débito,Desktop,0
CLI_005892,65.0,Feminino,1.0,0.0,1,21.0,Básico,19.9,81,97,2.2,3.0,Infantil,1.0,Débito,TV,0
CLI_005893,24.0,Masculino,1.0,0.0,0,23.0,Básico,19.9,57,106,3.3,4.5,Séries,9.0,PIX,mobile,0
CLI_005894,27.0,Feminino,1.0,,1,16.0,Básico,19.9,69,83,2.4,2.7,Séries,3.0,Cartão de Crédito,Desktop,0
CLI_005895,49.0,Feminino,1.0,0.0,1,47.0,Básico,19.9,17,73,1.7,3.7,Séries,2.0,PIX,tv,0
CLI_005896,23.0,Feminino,1.0,1.0,1,33.0,Premium,39.9,91,169,1.2,4.2,Filmes,8.0,PIX,tv,0
CLI_005897,20.0,Feminino,0.0,1.0,0,48.0,Padrão,29.9,41,179,2.3,2.4,Filmes,1.0,Débito Automático,Desktop,1
CLI_005898,61.0,Masculino,1.0,0.0,0,28.0,Básico,19.9,8,88,0.5,4.5,Séries,9.0,Boleto,TV,0
CLI_005899,25.0,Feminino,0.0,1.0,0,55.0,Básico,19.9,4,109,1.1,5.0,Novelas,8.0,Cartão de Crédito,tv,0
CLI_005900,28.0,Feminino,1.0,0.0,0,40.0,Padrão,29.9,89,89,1.3,3.5,Filmes,3.0,Cartão de Crédito,tv,0
CLI_005901,37.0,Masculino,1.0,,0,33.0,Premium,39.9,94,144,,4.1,Novelas,2.0,Cartão de Crédito,mobile,0
CLI_005902,77.0,Feminino,1.0,1.0,0,52.0,Básico,19.9,88,166,0.3,4.2,Filmes,4.0,Cartão de Crédito,Desktop,0
CLI_005903,73.0,Masculino,1.0,0.0,0,36.0,Básico,19.9,54,181,0.8,2.6,Séries,2.0,PIX,Mobile,1
CLI_005904,64.0,Feminino,1.0,1.0,0,55.0,Premium,39.9,26,168,1.0,5.0,Séries,9.0,PIX,tv,0
CLI_005905,60.0,Feminino,1.0,0.0,0,57.0,Padrão,29.9,32,173,2.0,3.2,Séries,8.0,Credito,Mobile,1
CLI_005906,45.0,Masculino,1.0,,0,7.0,Premium,39.9,17,100,1.6,3.4,Filmes,7.0,Cartão de Crédito,Tablet,1
CLI_005907,70.0,Masculino,1.0,1.0,0,14.0,Básico,19.9,15,137,1.4,3.8,Infantil,9.0,PIX,TV,0
CLI_005908,38.0,Feminino,0.0,0.0,0,23.0,Padrão,29.9,51,50,1.5,4.0,Infantil,7.0,Cartão de Crédito,Tablet,1
CLI_005909,60.0,Masculino,,0.0,0,36.0,Básico,19.9,97,44,2.4,2.9,Filmes,3.0,PIX,Mobile,0
CLI_005910,29.0,Masculino,,0.0,1,21.0,Padrão,29.9,61,14,1.9,3.4,Novelas,4.0,PIX,mobile,1
CLI_005911,45.0,Masculino,1.0,1.0,0,38.0,Básico,19.9,82,47,4.6,4.3,Novelas,0.0,Credito,TV,0
CLI_005912,71.0,Feminino,0.0,1.0,0,58.0,Padrão,29.9,52,153,2.8,2.4,Filmes,7.0,PIX,Desktop,0
CLI_005913,35.0,Feminino,1.0,0.0,0,6.0,Básico,19.9,53,182,2.8,,Séries,6.0,Débito,Desktop,1
CLI_005914,51.0,Masculino,1.0,0.0,0,13.0,Padrão,29.9,5,14,3.3,4.8,Filmes,6.0,Credito,TV,0
CLI_005915,46.0,Masculino,1.0,0.0,1,13.0,Padrão,29.9,88,105,1.6,3.3,Séries,8.0,Débito,Tablet,0
CLI_005916,66.0,Feminino,1.0,0.0,0,54.0,Premium,39.9,97,77,,4.1,Documentários,7.0,Boleto,mobile,0
CLI_005917,64.0,Masculino,0.0,1.0,0,41.0,Padrão,29.9,81,117,4.7,4.0,Filmes,,Cartão de Crédito,Tablet,0
CLI_005918,72.0,Feminino,1.0,,0,4.0,Básico,19.9,85,156,4.4,4.2,Séries,3.0,Credito,Tablet,0
CLI_005919,55.0,Feminino,1.0,0.0,0,57.0,Padrão,29.9,3,12,3.2,5.0,Séries,3.0,Credito,tv,0
CLI_005920,40.0,Feminino,1.0,1.0,0,39.0,Básico,19.9,75,134,3.2,1.8,Filmes,5.0,Cartão de Crédito,Mobile,0
CLI_005921,32.0,Masculino,1.0,1.0,0,25.0,Padrão,29.9,10,126,3.2,,Infantil,7.0,Débito,mobile,1
CLI_005922,73.0,Feminino,0.0,1.0,0,41.0,Padrão,29.9,13,126,5.0,2.4,Filmes,0.0,PIX,mobile,0
CLI_005923,20.0,Masculino,1.0,0.0,0,7.0,Básico,19.9,85,149,2.5,2.4,Séries,8.0,Cartão de Crédito,Tablet,1
CLI_005924,40.0,Masculino,1.0,1.0,0,51.0,Premium,39.9,23,122,4.3,3.6,Séries,2.0,Débito,Desktop,1
CLI_005925,53.0,Masculino,1.0,0.0,0,10.0,Básico,19.9,64,105,2.7,3.5,Filmes,8.0,Cartão de Crédito,Tablet,0
CLI_005926,24.0,Masculino,1.0,,0,29.0,Básico,19.9,49,164,0.2,3.7,Séries,6.0,Débito,Mobile,1
CLI_005927,56.0,Masculino,0.0,,0,48.0,Básico,19.9,86,69,1.8,1.7,Filmes,0.0,Boleto,tv,0
CLI_005928,60.0,Masculino,,0.0,0,37.0,Básico,19.9,90,11,1.4,3.0,Novelas,8.0,Cartão de Crédito,TV,1
CLI_005929,61.0,Feminino,1.0,0.0,0,56.0,Básico,19.9,71,68,4.7,5.0,Séries,9.0,Credito,TV,0
CLI_005930,59.0,Feminino,0.0,0.0,0,54.0,Básico,19.9,59,156,3.4,,Filmes,8.0,Credito,TV,1
CLI_005931,50.0,Feminino,1.0,1.0,0,12.0,Básico,19.9,35,126,3.9,3.8,Séries,0.0,PIX,tv,0
CLI_005932,33.0,Feminino,1.0,,0,43.0,Padrão,29.9,14,87,1.8,4.1,Filmes,5.0,Boleto,Tablet,1
CLI_005933,76.0,Masculino,1.0,0.0,0,47.0,Básico,19.9,32,29,3.4,3.2,Séries,3.0,Credito,mobile,1
CLI_005934,42.0,Feminino,0.0,0.0,0,20.0,Padrão,29.9,17,42,4.5,2.8,Filmes,1.0,Credito,tv,1
CLI_005935,44.0,Masculino,1.0,1.0,0,39.0,Básico,19.9,72,79,0.5,3.4,Séries,7.0,Credito,mobile,0
CLI_005936,64.0,Masculino,1.0,0.0,0,56.0,Premium,39.9,21,176,,4.1,Infantil,4.0,Cartão de Crédito,Desktop,1
CLI_005937,32.0,Masculino,1.0,,0,24.0,Premium,39.9,66,12,0.2,3.8,Séries,8.0,Cartão de Crédito,mobile,0
CLI_005938,75.0,Feminino,1.0,1.0,0,,Básico,19.9,57,147,2.5,4.1,Séries,2.0,PIX,Mobile,0
CLI_005939,45.0,Masculino,1.0,0.0,0,60.0,Padrão,29.9,44,125,0.5,2.8,Séries,9.0,Débito,tv,1
CLI_005940,58.0,Feminino,1.0,1.0,0,22.0,Padrão,29.9,19,46,2.0,3.8,Novelas,4.0,Credito,tv,1
CLI_005941,53.0,Feminino,1.0,0.0,0,48.0,Básico,19.9,3,71,2.1,4.1,Filmes,1.0,PIX,TV,0
CLI_005942,77.0,Masculino,1.0,1.0,0,49.0,Básico,19.9,66,146,4.8,3.3,Filmes,,PIX,tv,0
CLI_005943,58.0,Masculino,1.0,0.0,0,39.0,Padrão,29.9,77,95,,2.7,Infantil,4.0,Cartão de Crédito,Tablet,0
CLI_005944,44.0,Feminino,0.0,1.0,0,30.0,Básico,19.9,62,97,0.7,,Filmes,0.0,Débito,Desktop,0
CLI_005945,49.0,Masculino,0.0,0.0,0,50.0,Premium,39.9,44,171,1.5,2.6,Novelas,0.0,Boleto,Tablet,0
CLI_005946,56.0,Feminino,1.0,1.0,0,29.0,Premium,39.9,27,52,5.0,4.9,Filmes,7.0,Débito,tv,0
CLI_005947,74.0,Feminino,1.0,0.0,0,50.0,Básico,19.9,11,104,4.6,3.5,Séries,6.0,Cartão de Crédito,TV,0
CLI_005948,37.0,Feminino,1.0,1.0,0,51.0,Padrão,29.9,98,74,1.6,2.6,Séries,3.0,PIX,Mobile,0
CLI_005949,33.0,Masculino,1.0,1.0,1,34.0,Básico,19.9,17,140,0.2,3.1,Filmes,4.0,Débito,Tablet,0
CLI_005950,64.0,Masculino,0.0,,0,,Premium,39.9,1,170,3.0,2.4,Filmes,5.0,Credito,mobile,0
CLI_005951,22.0,Feminino,1.0,1.0,0,54.0,Padrão,29.9,50,17,0.7,1.5,Séries,2.0,Boleto,Mobile,0
CLI_005952,44.0,Feminino,1.0,0.0,0,50.0,Padrão,29.9,34,108,4.2,2.0,Filmes,9.0,Boleto,tv,0
CLI_005953,61.0,Masculino,0.0,0.0,0,19.0,Padrão,29.9,75,72,4.5,2.4,Filmes,3.0,Cartão de Crédito,mobile,0
CLI_005954,66.0,Feminino,1.0,0.0,1,18.0,Básico,19.9,33,115,1.2,5.0,Séries,3.0,Débito,mobile,0
CLI_005955,31.0,Feminino,1.0,0.0,0,39.0,Premium,39.9,42,91,0.4,3.8,Filmes,0.0,Cartão de Crédito,Mobile,0
CLI_005956,52.0,Masculino,1.0,1.0,1,22.0,Básico,19.9,48,81,3.6,2.8,Filmes,5.0,PIX,mobile,1
CLI_005957,26.0,Feminino,1.0,,0,46.0,Básico,19.9,38,183,3.5,5.0,Séries,5.0,Débito,Mobile,0
CLI_005958,71.0,Masculino,,,0,22.0,Básico,19.9,1,142,0.2,2.3,Infantil,3.0,Boleto,Tablet,0
CLI_005959,28.0,Feminino,,0.0,0,41.0,Básico,19.9,86,171,1.6,,Séries,2.0,Cartão de Crédito,mobile,1
CLI_005960,75.0,Masculino,0.0,0.0,0,54.0,Básico,19.9,94,142,3.9,3.2,Novelas,1.0,PIX,Desktop,0
CLI_005961,77.0,Feminino,,0.0,0,,Básico,19.9,68,95,,3.6,Séries,,PIX,tv,0
CLI_005962,45.0,Masculino,0.0,1.0,0,52.0,Básico,19.9,7,101,0.4,3.3,Filmes,5.0,PIX,Mobile,1
CLI_005963,65.0,Feminino,,1.0,0,41.0,Básico,19.9,54,101,2.1,3.3,Filmes,9.0,PIX,mobile,0
CLI_005964,22.0,Masculino,0.0,,0,53.0,Básico,19.9,40,38,,2.3,Séries,8.0,Cartão de Crédito,Desktop,1
CLI_005965,32.0,Masculino,1.0,0.0,0,23.0,Básico,19.9,28,139,,4.5,Filmes,1.0,PIX,Mobile,0
CLI_005966,26.0,Feminino,0.0,1.0,0,23.0,Premium,39.9,74,177,2.4,2.6,Documentários,9.0,Cartão de Crédito,Mobile,1
CLI_005967,45.0,Feminino,0.0,0.0,0,7.0,Padrão,29.9,96,132,0.2,3.4,Documentários,9.0,Cartão de Crédito,Tablet,0
CLI_005968,20.0,Masculino,1.0,0.0,0,11.0,Básico,19.9,42,178,,3.1,Filmes,2.0,PIX,tv,1
CLI_005969,50.0,Masculino,0.0,0.0,0,48.0,Básico,19.9,10,101,2.4,3.8,Séries,1.0,Cartão de Crédito,Desktop,0
CLI_005970,54.0,Feminino,0.0,0.0,0,38.0,Premium,39.9,53,184,1.0,2.1,Esportivos,1.0,Cartão de Crédito,TV,0
CLI_005971,36.0,Feminino,,1.0,0,40.0,Básico,19.9,97,47,4.3,3.8,Filmes,8.0,PIX,Mobile,1
CLI_005972,23.0,Masculino,1.0,0.0,0,57.0,Básico,19.9,61,127,,2.6,Filmes,3.0,PIX,Mobile,0
CLI_005973,74.0,Feminino,0.0,0.0,0,53.0,Premium,39.9,43,93,3.5,2.4,Séries,5.0,PIX,TV,1
CLI_005974,35.0,Masculino,0.0,,0,58.0,Básico,19.9,25,171,3.3,1.7,Séries,0.0,Boleto,Desktop,1
CLI_005975,73.0,Masculino,1.0,1.0,0,14.0,Padrão,29.9,96,151,1.0,4.7,Novelas,1.0,Credito,Mobile,1
CLI_005976,31.0,Masculino,0.0,0.0,0,40.0,Básico,19.9,78,102,,3.4,Documentários,4.0,PIX,Tablet,1
CLI_005977,64.0,Feminino,1.0,1.0,0,57.0,Premium,39.9,98,159,2.6,4.6,Filmes,0.0,Boleto,Mobile,0
CLI_005978,28.0,Feminino,1.0,1.0,0,32.0,Básico,19.9,96,48,3.9,3.7,Séries,0.0,Cartão de Crédito,Tablet,0
CLI_005979,71.0,Masculino,1.0,0.0,1,17.0,Premium,39.9,67,123,4.4,3.5,Filmes,4.0,Boleto,mobile,1
CLI_005980,49.0,Masculino,1.0,0.0,0,57.0,Padrão,29.9,32,78,0.1,3.7,Séries,0.0,Boleto,TV,0
CLI_005981,27.0,Masculino,,0.0,0,46.0,Básico,19.9,20,114,1.2,3.0,Séries,9.0,Boleto,mobile,1
CLI_005982,75.0,Feminino,1.0,0.0,0,56.0,Padrão,29.9,2,181,1.6,5.0,Filmes,,Cartão de Crédito,Tablet,0
CLI_005983,31.0,Feminino,,0.0,1,18.0,Premium,39.9,44,132,1.8,4.3,Séries,3.0,Débito,Desktop,0
CLI_005984,29.0,Feminino,1.0,0.0,0,,Básico,19.9,74,176,1.6,3.5,Filmes,4.0,Boleto,Tablet,0
CLI_005985,75.0,Masculino,1.0,0.0,0,30.0,Premium,39.9,37,188,1.6,3.5,Filmes,8.0,Débito,TV,1
CLI_005986,39.0,Feminino,1.0,0.0,0,20.0,Básico,19.9,18,93,,4.8,Séries,1.0,Boleto,Desktop,1
CLI_005987,68.0,Feminino,1.0,0.0,0,32.0,Básico,19.9,87,25,,2.4,Séries,4.0,PIX,Mobile,0
CLI_005988,40.0,Feminino,0.0,0.0,0,28.0,Básico,19.9,18,103,4.3,5.0,Séries,0.0,Cartão de Crédito,mobile,1
CLI_005989,36.0,Feminino,1.0,0.0,1,30.0,Premium,39.9,64,83,3.6,3.7,Novelas,4.0,Boleto,mobile,0
CLI_005990,70.0,Masculino,0.0,0.0,0,18.0,Premium,39.9,74,38,2.7,5.0,Novelas,2.0,Cartão de Crédito,Tablet,1
CLI_005991,49.0,Masculino,1.0,0.0,0,41.0,Premium,39.9,12,171,2.8,5.0,Filmes,5.0,PIX,tv,1
CLI_005992,22.0,Feminino,1.0,,0,28.0,Básico,19.9,39,62,4.7,3.6,Novelas,1.0,Cartão de Crédito,Desktop,0
CLI_005993,31.0,Feminino,1.0,0.0,0,35.0,Premium,39.9,45,178,2.1,2.8,Filmes,4.0,Boleto,tv,1
CLI_005994,64.0,Feminino,,0.0,0,34.0,Básico,19.9,86,151,1.9,3.3,Séries,8.0,Débito,tv,1
CLI_005995,71.0,Feminino,1.0,0.0,0,46.0,Básico,19.9,43,49,1.3,2.0,Filmes,2.0,Cartão de Crédito,Desktop,1
CLI_005996,35.0,Feminino,,1.0,0,29.0,Básico,19.9,50,44,1.2,3.4,Séries,5.0,Credito,mobile,0
CLI_005997,70.0,Masculino,1.0,1.0,0,12.0,Premium,39.9,15,164,2.1,3.9,Filmes,9.0,Cartão de Crédito,tv,0
CLI_005998,44.0,Feminino,0.0,0.0,0,9.0,Padrão,29.9,29,146,4.0,4.1,Novelas,3.0,Débito,TV,1
CLI_005999,59.0,Feminino,1.0,1.0,0,20.0,Básico,19.9,1,44,2.7,3.6,Séries,5.0,PIX,Desktop,1
CLI_006000,52.0,Feminino,,0.0,0,11.0,Padrão,29.9,74,29,2.6,5.0,Séries,9.0,PIX,Desktop,1
CLI_006001,43.0,Masculino,1.0,0.0,0,55.0,Básico,19.9,56,19,3.3,2.0,Filmes,5.0,PIX,mobile,1
CLI_006002,,Masculino,1.0,0.0,0,28.0,Básico,19.9,40,112,3.1,3.7,Filmes,7.0,Boleto,TV,0
CLI_006003,49.0,Masculino,,1.0,0,30.0,Básico,19.9,97,62,3.0,4.7,Filmes,0.0,Débito,Tablet,1
CLI_006004,54.0,Masculino,1.0,0.0,0,60.0,Básico,19.9,21,30,3.9,4.7,Séries,4.0,Cartão de Crédito,TV,0
CLI_006005,49.0,Masculino,1.0,0.0,0,7.0,Básico,19.9,68,125,4.1,5.0,Séries,9.0,Débito,Tablet,0
CLI_006006,28.0,Feminino,0.0,,0,32.0,Padrão,29.9,25,65,,4.0,Infantil,2.0,Cartão de Crédito,mobile,0
CLI_006007,34.0,Masculino,,0.0,1,28.0,Básico,19.9,34,16,,3.1,Séries,5.0,Débito,Desktop,1
CLI_006008,30.0,Feminino,1.0,0.0,0,9.0,Básico,19.9,85,183,0.2,4.3,Séries,3.0,PIX,TV,1
CLI_006009,49.0,Feminino,1.0,0.0,0,47.0,Padrão,29.9,23,47,1.3,2.4,Séries,6.0,Boleto,Tablet,0
CLI_006010,64.0,Masculino,1.0,0.0,0,18.0,Básico,19.9,79,64,4.7,3.3,Filmes,7.0,Débito,TV,1
CLI_006011,35.0,Feminino,0.0,0.0,0,30.0,Básico,19.9,48,117,2.5,3.3,Infantil,5.0,Boleto,tv,1
CLI_006012,21.0,Masculino,0.0,0.0,0,52.0,Básico,19.9,17,110,1.9,3.5,Novelas,1.0,Credito,TV,1
CLI_006013,36.0,Feminino,0.0,0.0,0,23.0,Básico,19.9,66,170,1.2,2.7,Documentários,0.0,Débito,Mobile,0
CLI_006014,60.0,Masculino,1.0,0.0,0,,Básico,19.9,21,126,1.1,4.0,Séries,2.0,Débito,mobile,0
CLI_006015,49.0,Masculino,1.0,0.0,0,22.0,Básico,19.9,64,12,,2.8,Infantil,2.0,Credito,Desktop,1
CLI_006016,54.0,Masculino,0.0,1.0,0,,Básico,19.9,99,63,1.0,4.7,Novelas,1.0,Boleto,mobile,0
CLI_006017,74.0,Masculino,1.0,0.0,0,5.0,Básico,19.9,32,127,3.9,3.0,Infantil,2.0,Cartão de Crédito,Desktop,0
